symbol,sweep_time,confirm_time,dir,fill_time,fill_price,stop,target_tp1,target_tp2,exit_time,exit_price,outcome,R,banked_r,is_asian_sweep,has_smt,market
SOL/USDT,2025-08-13 14:15:00,2025-08-13 15:25:00,LONG,2025-08-13 15:30:00,196.465,193.8553,199.0747,200.6875,2025-08-13 18:13:00,200.6875,GRID_B_FULL_TP,1.177,1.309,True,False,crypto
SOL/USDT,2025-08-14 12:30:00,2025-08-14 13:50:00,LONG,2025-08-14 14:03:00,194.29,186.3886,202.1914,207.0745,2025-08-15 15:06:00,186.3886,INITIAL_STOP,-1.043,0.0,True,False,crypto
SOL/USDT,2025-08-14 13:00:00,2025-08-14 13:50:00,LONG,2025-08-14 14:03:00,194.29,186.3886,202.1914,207.0745,2025-08-15 15:06:00,186.3886,INITIAL_STOP,-1.043,0.0,True,False,crypto
SOL/USDT,2025-08-15 22:55:00,2025-08-15 23:05:00,SHORT,2025-08-16 00:36:00,187.23,188.5408,185.9192,185.1091,2025-08-16 07:30:00,188.5408,INITIAL_STOP,-1.251,0.0,True,False,crypto
SOL/USDT,2025-08-20 08:30:00,2025-08-20 09:30:00,SHORT,2025-08-20 09:38:00,181.855,182.5228,181.1872,180.7745,2025-08-20 10:18:00,181.5349,BE_STOP,0.021,0.5,True,False,crypto
SOL/USDT,2025-08-21 16:55:00,2025-08-21 17:35:00,LONG,2025-08-21 17:53:00,180.84,179.5787,182.1013,182.8807,2025-08-21 19:08:00,182.8807,GRID_B_FULL_TP,1.057,1.309,True,False,crypto
SOL/USDT,2025-08-26 19:25:00,2025-08-26 20:35:00,SHORT,2025-08-26 22:17:00,197.16,198.1957,196.1243,195.4842,2025-08-26 23:02:00,196.813,BE_STOP,0.165,0.5,True,False,crypto
SOL/USDT,2025-08-28 00:30:00,2025-08-28 00:45:00,LONG,2025-08-28 00:55:00,203.135,201.4153,204.8547,205.9175,2025-08-28 01:34:00,205.9175,GRID_B_FULL_TP,1.101,1.309,False,False,crypto
SOL/USDT,2025-09-09 13:05:00,2025-09-09 13:30:00,LONG,2025-09-09 14:01:00,217.0,215.9745,218.0255,218.6593,2025-09-09 14:03:00,215.9745,INITIAL_STOP,-1.372,0.0,True,False,crypto
SOL/USDT,2025-09-24 12:00:00,2025-09-24 12:55:00,SHORT,2025-09-24 13:05:00,212.225,213.7183,210.7317,209.8088,2025-09-24 14:26:00,213.7183,INITIAL_STOP,-1.25,0.0,False,False,crypto
SOL/USDT,2025-10-10 01:05:00,2025-10-10 01:40:00,SHORT,2025-10-10 02:18:00,221.41,222.4221,220.3979,219.7724,2025-10-10 03:03:00,219.7724,GRID_B_FULL_TP,0.924,1.309,False,False,crypto
SOL/USDT,2025-10-18 06:45:00,2025-10-18 07:20:00,SHORT,2025-10-18 07:27:00,187.625,188.5414,186.7086,186.1422,2025-10-18 07:58:00,186.1422,GRID_B_FULL_TP,0.949,1.309,True,False,crypto
SOL/USDT,2025-10-24 15:35:00,2025-10-24 16:15:00,LONG,2025-10-24 16:41:00,189.62,188.5456,190.6944,191.3584,2025-10-24 17:04:00,191.3584,GRID_B_FULL_TP,0.998,1.309,True,False,crypto
SOL/USDT,2025-10-30 02:35:00,2025-10-30 03:45:00,SHORT,2025-10-30 03:59:00,197.15,198.4857,195.8143,194.9888,2025-10-30 04:10:00,194.9888,GRID_B_FULL_TP,1.049,1.309,False,False,crypto
SOL/USDT,2025-11-03 00:05:00,2025-11-03 00:25:00,SHORT,2025-11-03 00:40:00,188.245,189.4124,187.0776,186.3562,2025-11-03 01:07:00,186.3562,GRID_B_FULL_TP,1.025,1.309,False,False,crypto
SOL/USDT,2025-11-04 01:35:00,2025-11-04 02:30:00,SHORT,2025-11-04 03:18:00,167.925,168.6719,167.1781,166.7165,2025-11-04 04:20:00,166.7165,GRID_B_FULL_TP,0.913,1.309,False,False,crypto
SOL/USDT,2025-11-04 14:45:00,2025-11-04 15:10:00,SHORT,2025-11-04 15:18:00,164.045,165.3261,162.7639,161.9722,2025-11-04 15:52:00,161.9722,GRID_B_FULL_TP,1.084,1.309,False,False,crypto
SOL/USDT,2025-11-10 21:45:00,2025-11-10 22:00:00,LONG,2025-11-10 22:13:00,165.35,164.562,166.138,166.625,2025-11-10 22:47:00,166.625,GRID_B_FULL_TP,0.94,1.309,False,False,crypto
SOL/USDT,2025-11-12 11:00:00,2025-11-12 11:30:00,SHORT,2025-11-12 12:09:00,160.135,161.3802,158.8898,158.1203,2025-11-12 13:28:00,159.8532,BE_STOP,0.274,0.5,True,False,crypto
SOL/USDT,2025-12-03 14:00:00,2025-12-03 14:40:00,LONG,2025-12-03 14:59:00,140.995,138.5685,143.4215,144.9211,2025-12-03 21:57:00,144.9211,GRID_B_FULL_TP,1.207,1.309,False,False,crypto
SOL/USDT,2025-12-15 14:10:00,2025-12-15 14:25:00,SHORT,2025-12-15 14:36:00,133.505,135.6303,131.3797,130.0663,2025-12-15 14:57:00,130.0663,GRID_B_FULL_TP,1.198,1.309,True,False,crypto
SOL/USDT,2026-01-03 07:20:00,2026-01-03 08:30:00,LONG,2026-01-03 09:12:00,130.435,129.4043,131.4657,132.1026,2026-01-03 14:32:00,132.1026,GRID_B_FULL_TP,1.086,1.309,True,False,crypto
SOL/USDT,2026-01-16 12:20:00,2026-01-16 12:50:00,SHORT,2026-01-16 12:59:00,143.665,144.0755,143.2545,143.0008,2026-01-16 13:34:00,143.0008,GRID_B_FULL_TP,0.693,1.309,True,False,crypto
SOL/USDT,2026-01-31 23:20:00,2026-02-01 00:40:00,SHORT,2026-02-01 00:49:00,105.695,106.7085,104.6815,104.0551,2026-02-01 02:10:00,105.509,BE_STOP,0.316,0.5,True,False,crypto
SOL/USDT,2026-02-28 13:45:00,2026-02-28 14:50:00,SHORT,2026-02-28 15:28:00,80.965,81.6314,80.2986,79.8867,2026-02-28 18:32:00,81.6314,INITIAL_STOP,-1.214,0.0,True,False,crypto
SOL/USDT,2026-03-04 23:20:00,2026-03-04 23:40:00,LONG,2026-03-04 23:56:00,90.825,90.1538,91.4962,91.9111,2026-03-05 01:39:00,90.1538,INITIAL_STOP,-1.238,0.0,True,False,crypto
SOL/USDT,2026-04-16 13:15:00,2026-04-16 13:35:00,SHORT,2026-04-16 15:08:00,85.965,86.4089,85.5211,85.2467,2026-04-16 15:20:00,86.4089,INITIAL_STOP,-1.341,0.0,True,False,crypto
SOL/USDT,2026-06-19 04:25:00,2026-06-19 05:05:00,LONG,2026-06-19 05:20:00,68.45,68.0973,68.8027,69.0206,2026-06-19 06:36:00,68.5705,BE_STOP,0.158,0.5,False,False,crypto
SOL/USDT,2026-08-28 02:20:00,2026-08-28 03:20:00,LONG,2026-08-28 03:56:00,106.71,105.7099,107.7101,108.3281,2026-08-28 07:08:00,106.8978,BE_STOP,0.312,0.5,False,False,crypto
BNB/USDT,2024-07-18 13:05:00,2024-07-18 13:25:00,SHORT,2024-07-18 13:31:00,577.7,580.4666,574.9335,573.2237,2024-07-18 13:39:00,576.6832,BE_STOP,0.132,0.5,True,False,crypto
BNB/USDT,2024-07-25 09:25:00,2024-07-25 09:40:00,SHORT,2024-07-25 11:07:00,566.2,569.5493,562.8507,560.7808,2024-07-25 12:42:00,560.7808,GRID_B_FULL_TP,1.011,1.309,False,False,crypto
BNB/USDT,2024-07-29 16:30:00,2024-07-29 17:10:00,LONG,2024-07-29 17:16:00,575.95,571.3361,580.5639,583.4153,2024-07-30 00:16:00,571.3361,INITIAL_STOP,-1.22,0.0,True,False,crypto
BNB/USDT,2024-08-18 04:25:00,2024-08-18 04:40:00,LONG,2024-08-18 04:45:00,535.7,533.4964,537.9036,539.2653,2024-08-18 06:09:00,539.2653,GRID_B_FULL_TP,0.881,1.309,False,False,crypto
BNB/USDT,2024-09-18 18:00:00,2024-09-18 19:05:00,SHORT,2024-09-18 19:11:00,546.8,555.8202,537.7798,532.2053,2024-09-18 23:10:00,555.8202,INITIAL_STOP,-1.107,0.0,True,False,crypto
BNB/USDT,2024-09-26 07:40:00,2024-09-26 08:45:00,SHORT,2024-09-26 08:50:00,596.25,598.0944,594.4056,593.2658,2024-09-26 10:18:00,595.2006,BE_STOP,-0.069,0.5,True,False,crypto
BNB/USDT,2024-11-13 13:45:00,2024-11-13 15:05:00,SHORT,2024-11-13 15:24:00,632.22,638.5683,625.8717,621.9484,2024-11-13 16:45:00,631.1073,BE_STOP,0.325,0.5,False,False,crypto
BNB/USDT,2024-11-22 10:55:00,2024-11-22 11:25:00,LONG,2024-11-22 12:17:00,623.575,620.0646,627.0854,629.2548,2024-11-22 13:12:00,624.6725,BE_STOP,0.187,0.5,False,False,crypto
BNB/USDT,2024-11-27 10:35:00,2024-11-27 11:05:00,SHORT,2024-11-27 11:12:00,623.935,627.5059,620.3641,618.1573,2024-11-27 11:20:00,627.5059,INITIAL_STOP,-1.308,0.0,True,False,crypto
BNB/USDT,2024-12-05 05:20:00,2024-12-05 05:35:00,SHORT,2024-12-05 07:32:00,729.36,740.994,717.726,710.5361,2024-12-05 20:04:00,710.5361,GRID_B_FULL_TP,1.199,1.309,False,False,crypto
BNB/USDT,2024-12-11 04:00:00,2024-12-11 05:10:00,SHORT,2024-12-11 06:15:00,679.945,683.2099,676.6801,674.6624,2024-12-11 08:18:00,683.2099,INITIAL_STOP,-1.367,0.0,False,False,crypto
BNB/USDT,2025-02-04 12:30:00,2025-02-04 12:45:00,SHORT,2025-02-04 12:54:00,588.405,591.9626,584.8474,582.6488,2025-02-04 13:56:00,582.6488,GRID_B_FULL_TP,1.018,1.309,False,False,crypto
BNB/USDT,2025-02-12 13:35:00,2025-02-12 14:40:00,LONG,2025-02-12 15:11:00,641.81,632.2873,651.3327,657.2178,2025-02-12 15:43:00,657.2178,GRID_B_FULL_TP,1.19,1.309,False,False,crypto
BNB/USDT,2025-02-25 20:30:00,2025-02-25 21:10:00,SHORT,2025-02-25 21:20:00,622.13,625.9332,618.3268,615.9764,2025-02-25 22:04:00,625.9332,INITIAL_STOP,-1.288,0.0,True,False,crypto
BNB/USDT,2025-03-11 08:50:00,2025-03-11 09:50:00,SHORT,2025-03-11 09:56:00,561.925,565.8429,558.0071,555.5859,2025-03-11 10:10:00,565.8429,INITIAL_STOP,-1.252,0.0,True,False,crypto
BNB/USDT,2025-03-19 18:40:00,2025-03-19 19:55:00,SHORT,2025-03-19 21:08:00,616.85,623.4253,610.2747,606.2112,2025-03-20 00:55:00,623.4253,INITIAL_STOP,-1.165,0.0,False,False,crypto
BNB/USDT,2025-04-07 13:55:00,2025-04-07 14:25:00,SHORT,2025-04-07 14:33:00,559.91,568.4399,551.3801,546.1087,2025-04-07 15:01:00,558.9246,BE_STOP,0.384,0.5,False,False,crypto
BNB/USDT,2025-04-07 14:15:00,2025-04-07 14:25:00,SHORT,2025-04-07 14:33:00,559.91,568.4399,551.3801,546.1087,2025-04-07 15:01:00,558.9246,BE_STOP,0.384,0.5,True,False,crypto
BNB/USDT,2025-07-17 16:20:00,2025-07-17 17:10:00,LONG,2025-07-17 17:20:00,716.37,712.6654,720.0746,722.364,2025-07-17 19:55:00,717.6308,BE_STOP,0.16,0.5,False,False,crypto
BNB/USDT,2025-07-25 12:00:00,2025-07-25 12:25:00,SHORT,2025-07-25 12:30:00,773.525,781.1603,765.8897,761.1711,2025-07-25 14:58:00,761.1711,GRID_B_FULL_TP,1.131,1.309,True,False,crypto
BNB/USDT,2025-08-05 07:35:00,2025-08-05 08:20:00,LONG,2025-08-05 08:36:00,757.825,754.0133,761.6367,763.9924,2025-08-05 10:28:00,763.9924,GRID_B_FULL_TP,0.959,1.309,True,False,crypto
BNB/USDT,2025-08-15 04:10:00,2025-08-15 04:50:00,SHORT,2025-08-15 05:07:00,849.97,854.065,845.875,843.3444,2025-08-15 05:59:00,848.4741,BE_STOP,0.135,0.5,False,False,crypto
BNB/USDT,2025-08-24 18:35:00,2025-08-24 18:55:00,SHORT,2025-08-24 19:07:00,880.265,884.7804,875.7496,872.9591,2025-08-24 19:34:00,872.9591,GRID_B_FULL_TP,0.966,1.309,False,False,crypto
BNB/USDT,2025-10-05 10:05:00,2025-10-05 10:20:00,LONG,2025-10-05 10:35:00,1158.06,1152.1029,1164.0171,1167.6986,2025-10-05 11:13:00,1160.0982,BE_STOP,0.158,0.5,False,False,crypto
BNB/USDT,2025-10-08 15:20:00,2025-10-08 16:10:00,LONG,2025-10-08 16:17:00,1294.92,1283.0576,1306.7824,1314.1133,2025-10-08 18:00:00,1314.1133,GRID_B_FULL_TP,1.117,1.309,False,False,crypto
BNB/USDT,2025-10-09 22:00:00,2025-10-09 22:35:00,SHORT,2025-10-09 22:40:00,1256.255,1260.3844,1252.1256,1249.5737,2025-10-09 22:59:00,1260.3844,INITIAL_STOP,-1.535,0.0,True,False,crypto
BNB/USDT,2025-10-10 19:55:00,2025-10-10 20:35:00,SHORT,2025-10-10 20:42:00,1232.2,1248.8883,1215.5117,1205.1983,2025-10-10 20:56:00,1205.1983,GRID_B_FULL_TP,1.179,1.309,True,False,crypto
BNB/USDT,2025-10-18 01:20:00,2025-10-18 01:50:00,SHORT,2025-10-18 01:58:00,1087.47,1091.6812,1083.2588,1080.6563,2025-10-18 02:08:00,1091.6812,INITIAL_STOP,-1.454,0.0,False,False,crypto
BNB/USDT,2025-10-21 11:35:00,2025-10-21 12:00:00,SHORT,2025-10-21 12:06:00,1077.49,1081.2962,1073.6838,1071.3315,2025-10-21 12:21:00,1081.2962,INITIAL_STOP,-1.498,0.0,False,False,crypto
BNB/USDT,2025-10-26 17:00:00,2025-10-26 17:10:00,LONG,2025-10-26 17:49:00,1126.205,1121.4907,1130.9193,1133.8327,2025-10-26 22:02:00,1133.8327,GRID_B_FULL_TP,0.889,1.309,True,False,crypto
BNB/USDT,2025-10-31 00:50:00,2025-10-31 02:10:00,SHORT,2025-10-31 02:25:00,1082.525,1090.7338,1074.3162,1069.2432,2025-10-31 04:09:00,1090.7338,INITIAL_STOP,-1.232,0.0,False,False,crypto
BNB/USDT,2025-11-04 11:20:00,2025-11-04 11:30:00,SHORT,2025-11-04 11:39:00,958.305,964.5975,952.0125,948.1238,2025-11-04 12:41:00,948.1238,GRID_B_FULL_TP,1.041,1.309,False,False,crypto
BNB/USDT,2025-11-12 13:45:00,2025-11-12 14:05:00,SHORT,2025-11-12 14:11:00,975.655,980.0735,971.2365,968.5059,2025-11-12 14:47:00,968.5059,GRID_B_FULL_TP,0.92,1.309,True,False,crypto
BNB/USDT,2025-11-12 21:10:00,2025-11-12 21:25:00,SHORT,2025-11-12 21:32:00,955.825,959.2237,952.4263,950.3258,2025-11-12 22:23:00,954.1427,BE_STOP,0.005,0.5,True,False,crypto
BNB/USDT,2025-11-13 23:35:00,2025-11-13 23:55:00,SHORT,2025-11-14 00:33:00,928.815,934.0732,923.5568,920.3072,2025-11-14 00:52:00,920.3072,GRID_B_FULL_TP,0.998,1.309,True,False,crypto
BNB/USDT,2025-11-14 16:30:00,2025-11-14 17:50:00,SHORT,2025-11-14 18:13:00,926.275,934.7594,917.7906,912.5472,2025-11-14 21:05:00,924.6448,BE_STOP,0.308,0.5,False,False,crypto
BNB/USDT,2025-12-11 21:30:00,2025-12-11 22:20:00,SHORT,2025-12-11 22:34:00,888.055,892.8321,883.2779,880.3257,2025-12-11 23:33:00,886.492,BE_STOP,0.173,0.5,False,False,crypto
BNB/USDT,2025-12-19 03:25:00,2025-12-19 04:40:00,SHORT,2025-12-19 05:14:00,838.14,843.1872,833.0928,829.9736,2025-12-19 06:55:00,843.1872,INITIAL_STOP,-1.292,0.0,False,False,crypto
BNB/USDT,2026-01-09 15:35:00,2026-01-09 16:25:00,SHORT,2026-01-09 16:48:00,898.96,902.4084,895.5116,893.3804,2026-01-09 17:22:00,897.3778,BE_STOP,0.041,0.5,True,False,crypto
BNB/USDT,2026-02-06 17:15:00,2026-02-06 18:10:00,SHORT,2026-02-06 18:39:00,656.795,670.6352,642.9548,634.4016,2026-02-07 07:16:00,634.4016,GRID_B_FULL_TP,1.225,1.309,True,False,crypto
BNB/USDT,2026-03-01 17:20:00,2026-03-01 18:05:00,LONG,2026-03-01 18:32:00,621.975,616.457,627.493,630.9031,2026-03-01 20:23:00,616.457,INITIAL_STOP,-1.198,0.0,False,False,crypto
BNB/USDT,2026-06-08 05:05:00,2026-06-08 05:55:00,LONG,2026-06-08 07:06:00,593.98,590.659,597.301,599.3533,2026-06-08 08:01:00,595.0254,BE_STOP,0.185,0.5,False,False,crypto
BNB/USDT,2026-06-10 15:45:00,2026-06-10 16:45:00,SHORT,2026-06-10 17:02:00,593.685,599.4105,587.9595,584.4211,2026-06-10 21:14:00,584.4211,GRID_B_FULL_TP,1.127,1.309,True,False,crypto
BNB/USDT,2026-07-17 00:05:00,2026-07-17 00:20:00,LONG,2026-07-17 00:28:00,572.2,570.7417,573.6583,574.5595,2026-07-17 00:36:00,570.7417,INITIAL_STOP,-1.691,0.0,False,False,crypto
BNB/USDT,2026-07-31 14:10:00,2026-07-31 14:35:00,LONG,2026-07-31 14:42:00,586.85,583.8197,589.8803,591.753,2026-08-01 04:47:00,591.753,GRID_B_FULL_TP,0.968,1.309,False,False,crypto
DOGE/USDT,2024-08-09 13:35:00,2024-08-09 13:50:00,LONG,2024-08-09 14:30:00,0.103,0.1022,0.1038,0.1043,2024-08-09 14:32:00,0.1022,INITIAL_STOP,-1.223,0.0,True,False,crypto
DOGE/USDT,2024-09-22 22:00:00,2024-09-22 22:20:00,LONG,2024-09-23 00:15:00,0.1045,0.1036,0.1054,0.1059,2024-09-23 00:38:00,0.1059,GRID_B_FULL_TP,1.097,1.309,True,False,crypto
DOGE/USDT,2024-11-11 03:20:00,2024-11-11 03:35:00,LONG,2024-11-11 05:16:00,0.289,0.2846,0.2934,0.2961,2024-11-11 05:25:00,0.2846,INITIAL_STOP,-1.115,0.0,False,False,crypto
DOGE/USDT,2024-11-26 02:50:00,2024-11-26 03:05:00,SHORT,2024-11-26 03:38:00,0.4063,0.4094,0.4032,0.4012,2024-11-26 04:31:00,0.4055,BE_STOP,0.27,0.5,False,False,crypto
DOGE/USDT,2024-12-05 07:15:00,2024-12-05 07:25:00,LONG,2024-12-05 09:04:00,0.4354,0.4304,0.4403,0.4434,2024-12-05 10:09:00,0.4434,GRID_B_FULL_TP,1.154,1.309,False,False,crypto
DOGE/USDT,2024-12-15 04:20:00,2024-12-15 04:35:00,SHORT,2024-12-15 04:40:00,0.4001,0.403,0.3972,0.3954,2024-12-15 07:32:00,0.3954,GRID_B_FULL_TP,1.065,1.309,False,False,crypto
DOGE/USDT,2024-12-20 19:35:00,2024-12-20 20:05:00,SHORT,2024-12-20 20:12:00,0.3164,0.3203,0.3125,0.3101,2024-12-20 20:58:00,0.3101,GRID_B_FULL_TP,1.167,1.309,False,False,crypto
DOGE/USDT,2024-12-21 01:10:00,2024-12-21 01:40:00,SHORT,2024-12-21 01:45:00,0.325,0.3327,0.3173,0.3125,2024-12-21 05:29:00,0.3327,INITIAL_STOP,-1.074,0.0,False,False,crypto
DOGE/USDT,2024-12-21 01:15:00,2024-12-21 01:40:00,SHORT,2024-12-21 01:45:00,0.325,0.3327,0.3173,0.3125,2024-12-21 05:29:00,0.3327,INITIAL_STOP,-1.074,0.0,False,False,crypto
DOGE/USDT,2024-12-25 16:20:00,2024-12-25 16:50:00,LONG,2024-12-25 17:05:00,0.3279,0.325,0.3308,0.3326,2024-12-25 19:19:00,0.3326,GRID_B_FULL_TP,1.111,1.309,True,False,crypto
DOGE/USDT,2024-12-30 01:35:00,2024-12-30 01:45:00,SHORT,2024-12-30 01:53:00,0.3206,0.3235,0.3176,0.3158,2024-12-30 02:45:00,0.32,BE_STOP,0.308,0.5,False,False,crypto
DOGE/USDT,2025-01-10 06:55:00,2025-01-10 07:55:00,SHORT,2025-01-10 08:00:00,0.3367,0.34,0.3333,0.3313,2025-01-10 13:30:00,0.3313,GRID_B_FULL_TP,1.132,1.309,True,False,crypto
DOGE/USDT,2025-01-10 07:40:00,2025-01-10 07:55:00,SHORT,2025-01-10 08:00:00,0.3367,0.34,0.3333,0.3313,2025-01-10 13:30:00,0.3313,GRID_B_FULL_TP,1.132,1.309,True,False,crypto
DOGE/USDT,2025-01-15 11:05:00,2025-01-15 11:50:00,LONG,2025-01-15 12:01:00,0.3511,0.3483,0.354,0.3557,2025-01-15 12:23:00,0.3483,INITIAL_STOP,-1.218,0.0,True,False,crypto
DOGE/USDT,2025-02-04 11:00:00,2025-02-04 11:55:00,SHORT,2025-02-04 12:06:00,0.2697,0.2731,0.2662,0.264,2025-02-04 12:31:00,0.2731,INITIAL_STOP,-1.137,0.0,False,False,crypto
DOGE/USDT,2025-02-11 13:30:00,2025-02-11 14:10:00,LONG,2025-02-11 14:31:00,0.2577,0.2549,0.2604,0.2621,2025-02-11 15:08:00,0.2581,BE_STOP,0.335,0.5,False,False,crypto
DOGE/USDT,2025-02-17 14:05:00,2025-02-17 15:10:00,SHORT,2025-02-17 15:21:00,0.2669,0.2692,0.2646,0.2632,2025-02-17 15:39:00,0.2632,GRID_B_FULL_TP,1.106,1.309,False,False,crypto
DOGE/USDT,2025-03-24 23:20:00,2025-03-24 23:55:00,LONG,2025-03-25 00:00:00,0.1828,0.1816,0.1839,0.1846,2025-03-25 00:34:00,0.1846,GRID_B_FULL_TP,1.02,1.309,True,False,crypto
DOGE/USDT,2025-04-28 19:30:00,2025-04-28 20:05:00,SHORT,2025-04-28 20:22:00,0.1787,0.1798,0.1775,0.1768,2025-04-28 21:52:00,0.1784,BE_STOP,0.221,0.5,False,False,crypto
DOGE/USDT,2025-05-07 00:20:00,2025-05-07 00:50:00,SHORT,2025-05-07 00:55:00,0.1733,0.1746,0.1719,0.1711,2025-05-07 02:52:00,0.1711,GRID_B_FULL_TP,1.083,1.309,False,False,crypto
DOGE/USDT,2025-05-13 11:20:00,2025-05-13 11:55:00,SHORT,2025-05-13 12:30:00,0.2286,0.2303,0.2268,0.2257,2025-05-13 12:32:00,0.2303,INITIAL_STOP,-1.226,0.0,False,False,crypto
DOGE/USDT,2025-07-12 08:45:00,2025-07-12 09:40:00,LONG,2025-07-12 10:12:00,0.2016,0.1989,0.2042,0.2059,2025-07-12 12:15:00,0.1989,INITIAL_STOP,-1.133,0.0,False,False,crypto
DOGE/USDT,2025-07-20 21:00:00,2025-07-20 21:30:00,LONG,2025-07-20 21:38:00,0.2691,0.2662,0.2721,0.274,2025-07-20 22:08:00,0.2696,BE_STOP,0.341,0.5,True,False,crypto
DOGE/USDT,2025-08-09 22:45:00,2025-08-09 23:35:00,LONG,2025-08-09 23:55:00,0.2404,0.2391,0.2417,0.2425,2025-08-10 00:48:00,0.2425,GRID_B_FULL_TP,0.986,1.309,True,False,crypto
DOGE/USDT,2025-08-12 12:30:00,2025-08-12 13:05:00,SHORT,2025-08-12 13:11:00,0.2255,0.2282,0.2227,0.221,2025-08-12 14:07:00,0.2251,BE_STOP,0.356,0.5,True,False,crypto
DOGE/USDT,2025-08-19 13:30:00,2025-08-19 13:45:00,SHORT,2025-08-19 13:51:00,0.2194,0.2227,0.2161,0.2141,2025-08-19 14:31:00,0.2141,GRID_B_FULL_TP,1.192,1.309,False,False,crypto
DOGE/USDT,2025-08-23 02:30:00,2025-08-23 03:15:00,LONG,2025-08-23 03:37:00,0.2311,0.2287,0.2335,0.2351,2025-08-23 04:52:00,0.2351,GRID_B_FULL_TP,1.142,1.309,False,False,crypto
DOGE/USDT,2025-08-24 15:05:00,2025-08-24 15:40:00,SHORT,2025-08-24 16:55:00,0.2325,0.2344,0.2307,0.2295,2025-08-24 17:40:00,0.2344,INITIAL_STOP,-1.221,0.0,True,False,crypto
DOGE/USDT,2025-08-29 12:30:00,2025-08-29 13:20:00,SHORT,2025-08-29 13:28:00,0.2178,0.2213,0.2142,0.212,2025-08-29 16:05:00,0.212,GRID_B_FULL_TP,1.202,1.309,True,False,crypto
DOGE/USDT,2025-09-15 21:45:00,2025-09-15 22:35:00,SHORT,2025-09-15 22:57:00,0.2671,0.2698,0.2644,0.2627,2025-09-16 01:27:00,0.2698,INITIAL_STOP,-1.172,0.0,True,False,crypto
DOGE/USDT,2025-10-17 11:25:00,2025-10-17 12:30:00,SHORT,2025-10-17 12:36:00,0.1832,0.1846,0.1819,0.1811,2025-10-17 13:23:00,0.1829,BE_STOP,0.26,0.5,True,False,crypto
DOGE/USDT,2025-10-27 11:20:00,2025-10-27 11:35:00,LONG,2025-10-27 12:31:00,0.2026,0.2013,0.2039,0.2047,2025-10-27 13:41:00,0.2013,INITIAL_STOP,-1.276,0.0,True,False,crypto
DOGE/USDT,2025-10-31 00:50:00,2025-10-31 02:10:00,SHORT,2025-10-31 02:25:00,0.1849,0.1861,0.1836,0.1829,2025-10-31 03:10:00,0.1846,BE_STOP,0.238,0.5,False,False,crypto
DOGE/USDT,2025-11-14 07:45:00,2025-11-14 08:10:00,SHORT,2025-11-14 08:19:00,0.1649,0.1665,0.1632,0.1622,2025-11-14 09:34:00,0.1622,GRID_B_FULL_TP,1.133,1.309,True,False,crypto
DOGE/USDT,2025-11-17 00:35:00,2025-11-17 01:55:00,SHORT,2025-11-17 02:06:00,0.1593,0.1609,0.1577,0.1567,2025-11-17 03:14:00,0.1609,INITIAL_STOP,-1.175,0.0,False,False,crypto
DOGE/USDT,2025-12-13 12:10:00,2025-12-13 12:25:00,SHORT,2025-12-13 12:30:00,0.1396,0.1402,0.139,0.1387,2025-12-13 12:56:00,0.1394,BE_STOP,0.087,0.5,True,False,crypto
DOGE/USDT,2025-12-19 03:25:00,2025-12-19 04:25:00,SHORT,2025-12-19 04:32:00,0.126,0.1267,0.1254,0.125,2025-12-19 06:35:00,0.1258,BE_STOP,0.158,0.5,False,False,crypto
DOGE/USDT,2026-01-26 01:50:00,2026-01-26 02:05:00,SHORT,2026-01-26 02:22:00,0.1222,0.123,0.1214,0.1209,2026-01-26 04:20:00,0.122,BE_STOP,0.227,0.5,False,False,crypto
DOGE/USDT,2026-05-10 20:45:00,2026-05-10 21:05:00,LONG,2026-05-10 21:12:00,0.1081,0.1063,0.1099,0.1111,2026-05-10 22:40:00,0.1111,GRID_B_FULL_TP,1.205,1.309,True,False,crypto
ADA/USDT,2024-07-07 13:25:00,2024-07-07 14:30:00,LONG,2024-07-07 14:47:00,0.354,0.3514,0.3567,0.3584,2024-07-07 16:17:00,0.3584,GRID_B_FULL_TP,1.077,1.309,True,False,crypto
ADA/USDT,2024-10-07 10:20:00,2024-10-07 11:15:00,LONG,2024-10-07 12:20:00,0.355,0.3528,0.3572,0.3586,2024-10-07 13:36:00,0.3556,BE_STOP,0.22,0.5,True,False,crypto
ADA/USDT,2024-11-13 11:15:00,2024-11-13 11:25:00,SHORT,2024-11-13 13:23:00,0.5403,0.5444,0.5361,0.5335,2024-11-13 13:29:00,0.5444,INITIAL_STOP,-1.229,0.0,False,False,crypto
ADA/USDT,2024-11-16 23:25:00,2024-11-17 00:00:00,LONG,2024-11-17 01:25:00,0.7396,0.7296,0.7496,0.7558,2024-11-17 01:45:00,0.7296,INITIAL_STOP,-1.13,0.0,False,False,crypto
ADA/USDT,2024-11-20 12:10:00,2024-11-20 13:25:00,LONG,2024-11-20 13:38:00,0.8301,0.8087,0.8516,0.8649,2024-11-20 17:55:00,0.8087,INITIAL_STOP,-1.068,0.0,True,False,crypto
ADA/USDT,2024-11-24 05:30:00,2024-11-24 05:50:00,LONG,2024-11-24 06:29:00,1.0545,1.0438,1.0651,1.0717,2024-11-24 07:46:00,1.0717,GRID_B_FULL_TP,1.134,1.309,False,False,crypto
